Gender,Percentile,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79
Men,53.3,14541,14453,14411,14358,14400.222,14698.734,15239,15844.183,16617,17625.542,19323,21486.69
Men,53.4,14533,14442,14402,14353,14392,14688.332,15228.532,15830.234,16607.964,17619.316,19320,21481.248
Men,53.5,14519.825,14431.425,14395,14346,14383,14675,15220.715,15823,16596.33,17613.18,19319.24,21478.02
Men,53.6,14512,14423,14387,14339.688,14377,14665.528,15209,15812.336,16588.512,17605.864,19308.016,21467.064
Men,53.7,14504,14415,14381,14334,14372,14654,15198.613,15801.387,16575.804,17597.914,19296.912,21452.538
Men,53.8,14494,14409,14374,14329,14366.892,14644.724,15185,15783.876,16562.548,17586.236,19284.192,21440.232
Men,53.9,14482.405,14399.645,14368.268,14322,14361,14633,15172.533,15771,16556.082,17578.116,19280.888,21428.396
Men,54,14471,14395,14363,14317,14354.36,14626,15162,15761,16545.52,17571.88,19276.12,21419.68
Men,54.1,14461,14390,14357.692,14313,14348,14614.036,15153,15754,16533.972,17567,19269.648,21411.71
Men,54.2,14453,14383,14353,14308,14340,14604.116,15141,15745.642,16523.132,17544.508,19248.848,21409.02
Men,54.3,14440,14373,14347,14302.294,14333,14590.714,15132,15736,16510.556,17537.564,19233.112,21406.464
Men,54.4,14433,14368,14341,14295,14328,14582,15118.256,15726.744,16500.424,17526.168,19225.848,21404.312
Men,54.5,14424,14362,14336,14290,14321.03,14570.82,15108.205,15712.795,16486,17516.83,19213.72,21393.97
Men,54.6,14415,14358,14330.752,14284,14315,14556.508,15100,15701.846,16473.432,17511.416,19197,21370.836
Men,54.7,14408,14352,14325,14279,14308,14541,15091,15695,16463.862,17503.378,19188.632,21353.994
Men,54.8,14401.46,14346,14319,14272.584,14302,14529,15082,15685.948,16458,17489,19173.36,21342.696
Men,54.9,14391,14339,14313,14266,14296,14517,15065.001,15667.999,16450.308,17479,19169.808,21337.914
Men,55,14384,14333,14308,14260.9,14290,14508,15052,15662,16438,17473.2,19163.8,21336.3
Men,55.1,14378.145,14329,14304,14252.558,14284,14499,15042,15653,16426.446,17463.422,19161,21333.81
Men,55.2,14369,14323,14299,14246,14279,14488.096,15031.848,15639,16418.592,17450.496,19150.464,21331.12
Men,55.3,14365,14318,14293,14241,14272,14479,15022.797,15633,16406.738,17444,19140.968,21321.748
Men,55.4,14358.83,14313,14285,14234,14266,14469,15013,15620.254,16394.884,17431.796,19128.816,21312.48
Men,55.5,14352.725,14308.525,14279,14227,14262,14457.89,15003,15611,16389.03,17427.71,19119.08,21307.1
Men,55.6,14347,14304,14273.872,14219,14255,14445.488,14995,15601.356,16377.176,17422.032,19099.816,21298.904
Men,55.7,14342,14300,14267,14212,14251,14434.086,14987.593,15589.221,16367.322,17418.118,19077.192,21281.688
Men,55.8,14338,14293,14261,14206,14245,14425.684,14980,15581,16356.468,17410.784,19059.56,21268.552
Men,55.9,14334,14288,14254,14201,14238,14418,14972,15571,16342.842,17398.666,19053.608,21262.096
Men,56,14330,14281,14247.72,14194,14230,14411,14963,15560.56,16332,17390,19040.32,21257.88
Men,56.1,14325,14274,14240,14187.138,14221.774,14404,14953.389,15552.611,16322,17381.214,19015.624,21255.728
Men,56.2,14320,14269,14232.144,14181,14216,14394.076,14944.338,15542,16308,17374.964,19013,21254.288
Men,56.3,14316,14263,14227,14173,14210,14386,14936,15535,16303.198,17367,19004.528,21253.212
Men,56.4,14312,14258,14221,14168,14203,14377,14920.236,15527,16284.344,17357,18998.856,21251.272
Men,56.5,14307,14253,14214.78,14161,14192.71,14371,14914.185,15514,16273.49,17350.31,18984.8,21249.12
Men,56.6,14302,14248,14210,14153,14185,14365,14904,15503.866,16261.272,17345.084,18984,21244.428
Men,56.7,14296,14242,14203.204,14145.086,14178,14358,14897,15491.917,16251,17331.858,18978.064,21239.402
Men,56.8,14292,14237,14197,14137,14171,14353,14885.032,15483.968,16237.928,17324,18960.424,21232.408
Men,56.9,14288,14232,14191.628,14129,14161.646,14347,14878.962,15474,16228,17308.218,18949,21224.682
Men,57,14284,14227,14183,14122,14153,14342,14859.93,15466,16218.44,17298.36,18944.96,21214.46
Men,57.1,14278.045,14222,14177,14114,14148,14336,14851,15458,16205.366,17291.954,18940.488,21192.556
Men,57.2,14273,14215,14169.264,14108,14141,14329.056,14837.828,15451,16192.512,17283.368,18926.104,21150.592
Men,57.3,14269.835,14208,14164,14101,14137,14321,14826.777,15445,16181.658,17266.514,18923.816,21128.356
Men,57.4,14261,14203,14159,14092,14129,14315,14816.726,15439,16168.804,17257.552,18913.608,21125.128
Men,57.5,14256,14197,14152,14084.35,14122.05,14307.85,14810,15431.325,16155.85,17250,18908.6,21122.6
Men,57.6,14250.52,14190,14146,14077,14116,14298,14801.624,15419.376,16148,17241,18897.128,21120.448
Men,57.7,14247,14185,14139,14071.666,14110,14293,14794.146,15405.281,16135.242,17230.196,18878.624,21101.256
Men,57.8,14242,14179,14133,14065.324,14104,14287,14781.522,15396,16128,17226.372,18872.96,21077.584
Men,57.9,14236.205,14174,14128,14058,14096.986,14281,14770,15386,16119,17220.146,18862.128,21073.992
Men,58,14231,14168,14121.96,14052.64,14091,14272,14760.42,15376,16108.36,17209.76,18846.6,21071.52
Men,58.1,14224,14162,14115,14044,14082,14267.438,14746,15360.631,16092.652,17202.858,18841,21065.064
Men,58.2,14216,14157,14109,14038,14075.188,14260.036,14739.318,15344,16081.972,17193,18827,21055.592
Men,58.3,14210.785,14148.065,14102,14032,14066,14255,14727,15335.733,16067.236,17185.968,18813.032,21035.148
Men,58.4,14204.68,14141.12,14094,14026,14059,14249,14717,15327,16060,17178.032,18793.112,21022
Men,58.5,14199.575,14136,14087,14019,14051.39,14241,14706,15317.835,16051,17171.58,18782.64,21022
Men,58.6,14195,14130,14082,14013,14046,14235,14693.114,15310.886,16038.556,17166.128,18773.408,21005.384
Men,58.7,14187.365,14125,14074,14007,14038.858,14228.026,14682.126,15298.937,16027.404,17163,18755.968,20972.028
Men,58.8,14183,14119.34,14068,13999,14032,14219.624,14667.012,15291.988,16018,17151.448,18752.696,20958.28
Men,58.9,14178.155,14113,14061,13992,14022.326,14213,14659.961,15287,16010.988,17146.886,18752,20955.59
Men,59,14172.05,14105,14054,13985,14015,14205,14653,15276,16002.28,17124,18750.52,20953.32
Men,59.1,14166.945,14098,14047,13978,14008,14199.418,14642,15271.141,15991.286,17112.604,18744.12,20951.168
Men,59.2,14162,14090,14039,13970.536,14001,14193,14631,15259,15984,17102.624,18740.576,20945.544
Men,59.3,14156.735,14085,14031,13959.194,13995.262,14187,14617.757,15252.243,15976,17082,18736.104,20939.864
Men,59.4,14151.63,14076,14024,13951.852,13988,14182,14606.706,15240.294,15968,17077.756,18728.528,20937.712
Men,59.5,14145,14069,14018,13947,13980,14177,14594.655,15232,15962.61,17066.12,18722,20934.57
Men,59.6,14140,14063,14012,13939,13971,14169,14584,15224.396,15952.032,17054.304,18711.032,20927.576
Men,59.7,14134.315,14058,14005,13929,13964.198,14164,14571.553,15218,15938,17048.078,18704.08,20914.816
Men,59.8,14127,14052,13999,13920.484,13952,14155.604,14560,15213,15928.308,17029.26,18694.744,20891.144
Men,59.9,14122,14044,13993,13910,13945,14147,14551,15199.549,15924,17017.626,18685.224,20875.332
Men,60,14116,14038,13984,13903,13935,14139,14541,15195,15916.2,17007.8,18679.8,20867.8
Men,60.1,14112,14032,13977,13894.458,13930,14129,14532,15184.651,15906.492,17000,18669.96,20854.86
Men,60.2,14105,14026,13968.624,13887,13922,14115,14520.298,15171.702,15899.892,16996,18645.136,20838.72
Men,60.3,14102,14019,13962,13879,13915,14108,14511,15158.506,15890.038,16989.722,18630.768,20829.204
Men,60.4,14097,14012,13955.048,13870,13905,14103,14498.392,15150,15882.368,16986.496,18626.28,20821.672
Men,60.5,14090,14004,13947,13863,13899.07,14096.79,14489,15136.71,15868.33,16979,18615.76,20815.61
Men,60.6,14084.37,13997.33,13943,13853,13889,14088.388,14479.094,15120.906,15857.952,16973.044,18595.936,20809.664
Men,60.7,14079,13991,13934,13846,13882,14080,14474.043,15109.957,15851.244,16966.908,18575.456,20803.208
Men,60.8,14074,13984,13927,13840,13874.272,14074,14467.992,15100.008,15836.768,16947.512,18559.24,20793.008
Men,60.9,14069,13976.495,13918,13833.722,13868,14068.182,14460.941,15089.059,15826.914,16929.366,18542.776,20767.184
Men,61,14063,13970,13911,13827,13861,14060.78,14453,15075,15815.12,16921.7,18532.4,20748.92
Men,61.1,14058,13964,13906,13820,13851.474,14054,14443.839,15067,15802.412,16911.828,18526.128,20745.692
Men,61.2,14052,13956,13898.744,13810,13843,14046,14432.788,15056.212,15789.352,16902,18521.84,20739.648
Men,61.3,14047,13950,13888,13798,13835,14040,14422,15049.263,15779.498,16894.924,18508.664,20730.502
Men,61.4,14041.53,13943,13879,13790,13828.676,14032.172,14413.686,15038,15772.644,16887.236,18506.096,20722.02
Men,61.5,14033.425,13937,13869,13782.67,13817,14024,14406,15027.73,15763,16878.03,18496.52,20713.95
Men,61.6,14027,13929,13858.592,13774,13810,14017,14398,15014,15749.872,16875.784,18482.864,20705.064
Men,61.7,14022.215,13923,13852.804,13768,13804,14006.966,14392,15003.467,15742,16872.116,18464.864,20695.918
Men,61.8,14015,13916,13844,13757,13794.612,14000,14384.482,14993,15733.228,16848.988,18428.128,20669.832
Men,61.9,14011,13910,13836.228,13752,13787,13991.162,14378,14981.707,15724,16825.378,18424,20642.494
Men,62,14005,13901,13829,13746,13780,13981,14371.38,14977.62,15715,16816,18414.68,20630.12
Men,62.1,13999.795,13893,13820.652,13735.618,13772,13971,14366,14967,15702.332,16808.654,18411.384,20618.334
Men,62.2,13994,13886,13813,13725.276,13764,13961,14360.278,14958.722,15688.812,16801.712,18395.456,20609.188
Men,62.3,13989,13878,13803,13718,13758.282,13949,14354,14950.546,15680,16795,18387,20602.826
Men,62.4,13983,13872,13794,13711,13748,13940,14348,14937.824,15673,16782.928,18359.152,20602.288
Men,62.5,13979,13866,13787,13702,13737,13934,14339,14924.875,15665,16775.25,18349,20594.25
Men,62.6,13974,13860,13779.712,13694,13730.484,13925.348,14332,14914,15655.792,16756.524,18344,20577.572
Men,62.7,13967,13853,13770,13685,13724,13917.946,14327.023,14902.954,15646.542,16746.596,18325.696,20569.37
Men,62.8,13960.06,13846,13765,13676.224,13714.952,13910,14320,14893,15634.688,16736.216,18303.088,20566.68
Men,62.9,13952,13839,13758,13668.882,13707,13901.142,14315,14881,15625.834,16727.692,18264.624,20541.88
Men,63,13946,13829,13751.56,13658,13699,13891,14309,14867.13,15620.94,16715.86,18214.8,20509.6
Men,63.1,13940,13823,13744,13649.198,13692.154,13883.338,14300,14858.181,15611,16705.364,18193.928,20497.874
Men,63.2,13934.64,13815,13737,13640,13681,13875,14292.768,14851,15600.272,16697.168,18175.088,20488.36
Men,63.3,13929,13808,13731,13634.514,13675,13865.534,14287.717,14837.283,15591.836,16690.884,18163.784,20466.84
Men,63.4,13923,13801,13724,13623.172,13668,13859,14281.666,14826,15584,16685.716,18154.504,20448.908
Men,63.5,13917.325,13796,13716,13616.83,13660,13849,14275,14814.77,15575.71,16676.49,18132.64,20448.37
Men,63.6,13912,13789,13707,13609,13653,13842.328,14270,14800,15566.856,16667.264,18127.888,20442.624
Men,63.7,13904.115,13783,13701,13599,13643.558,13832,14263,14794.487,15555.002,16662.076,18086.368,20425.408
Men,63.8,13896,13775,13693,13590,13637,13824,14256.462,14786.076,15546,16653.436,18065.888,20409.656
Men,63.9,13887,13767,13686,13577.462,13631,13817,14250,14768,15539.294,16636.032,18056.872,20395.668
Men,64,13877.8,13759,13675,13571,13623,13810,14242,14761,15528.32,16620,18026.52,20387.44
Men,64.1,13871,13752,13668,13562,13615.494,13799,14230,14748.691,15521.586,16602.34,18012.672,20383.136
Men,64.2,13865.59,13746,13660,13557,13606,13792,14220,14734.742,15511.732,16592.724,18000.344,20367.744
Men,64.3,13858.485,13739,13654,13548,13599,13784,14216.207,14721.793,15503.878,16588.046,17993.008,20348.376
Men,64.4,13852,13731.42,13647,13538,13592,13773,14209,14708.844,15499,16580.912,17979.176,20340.808
Men,64.5,13847,13724,13640,13526.41,13583.43,13765.71,14203.105,14696.685,15491.17,16575.23,17956.6,20334.74
Men,64.6,13840,13718,13631,13518,13575.164,13758,14195.054,14682.946,15485.316,16573,17950.088,20320.752
Men,64.7,13830.13,13711,13623,13508,13567,13749,14190,14672.988,15473,16556.778,17943.232,20307.882
Men,64.8,13824,13705,13613,13498.384,13557,13741,14179,14661.048,15464.216,16542.656,17937.216,20300.888
Men,64.9,13817,13698,13603.588,13490.042,13548.366,13731,14167,14649.198,15456,16529.978,17933,20294.704
Men,65,13809.75,13692,13595,13482.7,13539.1,13725,14162,14640,15447,16510.7,17925.4,20290.4
Men,65.1,13801,13684,13586,13474,13530.834,13717,14156.799,14635,15440.092,16499.874,17921.592,20286.096
Men,65.2,13793,13676,13579,13467,13520.568,13712,14149,14624.252,15428.576,16493.648,17915.512,20281.792
Men,65.3,13788,13666,13570,13459,13511.302,13704,14141,14617,15412.338,16480.266,17911.568,20270.58
Men,65.4,13782,13656,13559,13451.332,13502,13695,14134.646,14608,15404.484,16475.392,17892.312,20254.44
Men,65.5,13772.225,13649,13551,13443,13492,13689,14126,14592.62,15391,16467.91,17887.44,20238.69
Men,65.6,13768,13643,13542.072,13437,13483,13680.576,14119,14579.368,15384,16462.488,17881,20223.088
Men,65.7,13763,13636,13535,13430,13473,13669,14105,14566.507,15376,16448.554,17875,20207.486
Men,65.8,13756,13627,13525,13421.964,13467.972,13663,14097,14557.558,15367.136,16443.292,17867.832,20191.88
Men,65.9,13750,13619.245,13518,13413.622,13458.706,13656,14092,14544,15353.214,16436.132,17854,20175.74
Men,66,13744,13612,13508.92,13406,13452,13645,14085,14536.66,15342.36,16419.36,17842.6,20157.68
Men,66.1,13738,13601,13500,13397,13445.174,13638,14077.289,14531.422,15329.506,16403.614,17827.512,20128.628
Men,66.2,13731,13594,13494.344,13387,13438,13631,14071.238,14516,15322.304,16396.552,17821.768,20106.908
Men,66.3,13725.385,13585.465,13486,13378,13432,13624.474,14065.187,14505.813,15313.798,16381,17814.224,20103.142
Men,66.4,13720,13579,13480,13368,13421,13618.072,14058,14493,15306.944,16373.936,17813.296,20094.736
Men,66.5,13712,13570.575,13472,13357,13412,13610.67,14050.085,14483.915,15292.09,16366.71,17786.56,20080.21
Men,66.6,13705,13562,13465,13350,13404,13601,14039.034,14475,15279.236,16361,17783.648,20069.38
Men,66.7,13698.93,13553.685,13455.404,13342,13396,13591.866,14032,14466.017,15265.382,16341.548,17782,20061.31
Men,66.8,13690,13544,13445,13333.544,13389,13583,14024,14459.068,15253,16332.128,17773.704,20048.248
Men,66.9,13684,13534,13437,13321.202,13379.046,13576,14017,14450.238,15247,16322,17768.392,20033.184
Men,67,13676,13527,13429,13315,13374,13570,14005,14440.17,15231,16319.9,17760.64,20022.72
Men,67.1,13670.545,13517.905,13422,13307,13366.514,13557.516,13996.779,14431.221,15223.932,16302.54,17757.144,20013.036
Men,67.2,13665,13509,13415,13294.176,13359,13547.856,13990.728,14422,15215.112,16280.64,17745.752,19996.384
Men,67.3,13656,13501.015,13407,13286.834,13346.982,13539,13985,14408,15208,16271.706,17728.768,19981.26
Men,67.4,13649,13495,13400,13278,13338.716,13531,13976.626,14399.374,15190.808,16261.056,17708.744,19975.88
Men,67.5,13641.125,13487,13391.1,13267,13329,13524,13970,14388.425,15180,16239.8,17701,19964.5
Men,67.6,13632,13479,13379,13253.808,13318,13515,13959.524,14381.476,15172.392,16229.448,17695.32,19937.6
Men,67.7,13625,13473,13370,13244,13307,13508,13953,14375,15161.842,16211.994,17677.744,19920.418
Men,67.8,13618,13464,13362,13234,13298,13503,13945,14369,15154,16205.772,17657.976,19916.652
Men,67.9,13610.705,13458,13352,13225,13287,13493,13939,14360,15145.134,16191.184,17655,19911.376
Men,68,13603.6,13451,13344,13218,13278,13482,13929.32,14354,15136.28,16170.92,17648.56,19904.92
Men,68.1,13596,13442,13333,13210.098,13269,13475.238,13921,14349,15128.852,16152.376,17623,19885.612
Men,68.2,13588.39,13436,13322.584,13201.756,13257.588,13468,13914,14341.782,15119,16144,17622.048,19860.864
Men,68.3,13581.285,13427,13312,13190,13249.322,13460.434,13904,14333.833,15110,16143,17612.624,19851.098
Men,68.4,13574.18,13418.62,13303.008,13182,13241,13452.032,13896,14324,15097.864,16139.416,17608.152,19844.104
Men,68.5,13565,13411,13296.44,13174.73,13231.79,13443,13885,14318.935,15094.01,16132.57,17604,19841.35
Men,68.6,13557.97,13403,13287.432,13167.388,13225,13435,13877,14312.986,15089.156,16125.964,17594.144,19836.144
Men,68.7,13550,13394,13276,13157,13215.258,13429,13868,14303,15071.302,16120.476,17584.472,19813.548
Men,68.8,13542.76,13387,13267,13151,13205,13417.424,13860.912,14294.176,15064,16111.512,17559,19795.704
Men,68.9,13534.655,13380,13256,13141,13196,13407.044,13851.861,14287.139,15048.594,16103.286,17557,19790.862
Men,69,13527,13372.95,13245,13134,13187.46,13397.62,13844,14279.19,15041.74,16100.06,17548.6,19787.12
Men,69.1,13517,13364,13235.492,13126,13178.194,13393,13836,14271,15032,16093.336,17539.12,19784.968
Men,69.2,13509,13355.06,13227.704,13119,13170.928,13382.816,13828,14265.292,15020,16087.216,17512.128,19778.376
Men,69.3,13504,13347,13219,13108,13161,13371.414,13822,14259.343,15013,16082,17505,19768.154
Men,69.4,13496,13339,13209.128,13101,13152,13364,13815.606,14253,15001.648,16064.716,17504.216,19751.608
Men,69.5,13490,13331,13200.34,13091,13144,13356.61,13808,14242.445,14993,16053.93,17503.48,19732.24
Men,69.6,13479,13322,13193,13084,13136,13350,13802.504,14231,14987,16041.704,17497.368,19718.248
Men,69.7,13471.63,13313,13183,13076,13129,13342,13796,14224,14979.524,16029.956,17466.12,19705.336
Men,69.8,13461.71,13305,13174,13068,13117,13334,13785.402,14215,14967.908,16023,17450,19698.188
Men,69.9,13456,13298,13167,13060,13109,13322.004,13774.351,14207.649,14961.054,16009,17433.792,19690.202
Men,70,13449.5,13286.5,13160,13050,13098,13313,13767.3,14202,14946,16003.8,17417.4,19674.6
Men,70.1,13444,13273,13153,13042,13089.534,13300,13759.498,14197.751,14938,16001,17411,19661.62
Men,70.2,13436,13264.61,13142,13033.916,13080,13293,13751.198,14190,14928.492,15992.696,17406.64,19656.24
Men,70.3,13428,13255.665,13133,13024,13072,13284,13742,14182,14922.276,15980.976,17402.592,19648.72
Men,70.4,13421,13244,13125.248,13013.232,13065,13274,13736,14170,14912.784,15970.064,17393.992,19637.96
Men,70.5,13413,13234,13115,13003,13055,13266,13726.045,14163,14904.86,15950,17386.24,19629.81
Men,70.6,13405,13224.83,13106,12993,13049.204,13255.188,13718.994,14157.006,14890.076,15945,17374.84,19623.892
Men,70.7,13399,13219,13095,12982.206,13041,13246,13708.943,14148.057,14875.444,15939.436,17365.592,19622
Men,70.8,13391,13210,13085,12974,13034.672,13237,13702,14142.108,14868,15930.976,17361.472,19622
Men,70.9,13383,13200,13072,12964.522,13027,13227.982,13696,14133.159,14857.514,15925.766,17351.88,19620.232
Men,71,13374.45,13191,13064.52,12955,13014,13219,13684,14126,14849,15916.62,17348.44,19618.08
Men,71.1,13365,13180,13054,12946.838,13006,13211,13680,14119.261,14842.806,15907.256,17339.704,19601.942
Men,71.2,13360,13173,13044,12935,12995.608,13203,13670,14112.312,14830.952,15900.176,17334.936,19585.992
Men,71.3,13350.135,13163,13033,12926.154,12986,13195.374,13663,14105.363,14820.392,15888.448,17323.784,19576.308
Men,71.4,13342.03,13150,13025,12915,12976,13185,13654.586,14094.414,14811.732,15877,17316.976,19562.532
Men,71.5,13334.925,13141.325,13016.58,12903,12967,13174,13647.535,14082.465,14803.39,15874.41,17310.76,19536.17
Men,71.6,13327,13133,13007,12893,12955.544,13169,13635,14075,14792.072,15846.736,17310,19515.84
Men,71.7,13315.715,13124,12997,12885,12945.278,13158,13629,14063.567,14782.364,15832.958,17307.864,19505.08
Men,71.8,13307.61,13115,12985.432,12875,12934,13152.364,13620,14056,14774,15822.732,17303.208,19482.676
Men,71.9,13296.505,13109,12973,12865.102,12927,13145,13612.331,14048,14763.922,15812.518,17298.712,19449.858
Men,72,13287,13102,12960,12857,12916,13136,13601,14041,14754.12,15802.28,17284.72,19425.32
Men,72.1,13277,13093,12947.852,12847,12903,13125,13592,14031,14746,15793.108,17267.224,19404.876
Men,72.2,13267.19,13082,12937,12837.076,12893,13112,13580.356,14022.644,14733,15781.484,17259,19391.408
Men,72.3,13262,13073.765,12928,12828,12886,13105,13572.127,14014,14717.674,15774.806,17256.36,19379.572
Men,72.4,13254,13063,12915.488,12817,12877.416,13096,13564,14004,14703.408,15767.376,17245.952,19358.008
Men,72.5,13247.875,13050,12903,12808.05,12867,13086.55,13556,13998,14694.85,15759,17242.8,19334.9
Men,72.6,13239.77,13041,12890.912,12797.708,12861,13078.148,13548.948,13993.026,14677.996,15753,17232.32,19301.544
Men,72.7,13233,13030,12877.124,12787,12851,13071,13542.923,13985.154,14671.284,15739.792,17220.64,19272.346
Men,72.8,13223.12,13022,12866,12776,12841,13062,13536,13981.128,14657.288,15730,17206.304,19256.744
Men,72.9,13215.455,13013,12857,12767,12830,13056.942,13529,13972,14646.604,15718.738,17197.648,19238.314
Men,73,13204,13005,12846.76,12757,12821.82,13050,13521.54,13965,14634.58,15703.02,17188.72,19215.18
Men,73.1,13195,12997,12836,12745,12809.554,13038,13511.719,13957.281,14620,15680.794,17173.808,19189.266
Men,73.2,13188,12984,12826.184,12738,12801.288,13028.736,13501.668,13943,14615,15671.136,17154.48,19160.752
Men,73.3,13180,12974.315,12817,12727.314,12793,13018,13492.617,13937,14607.018,15663.684,17135.512,19144.274
Men,73.4,13169.93,12963,12806,12718,12781,13006,13484.566,13930,14592.492,15643.464,17134.552,19134.052
Men,73.5,13161,12951,12796,12707,12768,12995,13477,13924.485,14581.24,15633.89,17125.32,19130.71
Men,73.6,13153,12940.48,12783.032,12694,12760,12989,13470,13913.536,14575,15613.32,17119.304,19129.096
Men,73.7,13145.615,12929,12771.244,12685,12754,12982.726,13464,13904.587,14566.602,15604.438,17111.84,19127.988
Men,73.8,13133.51,12920,12762.456,12675,12740.692,12972,13456,13897,14560.748,15598.272,17103.832,19125.944
Men,73.9,13127.405,12910,12752,12664,12728,12960,13448,13889,14550,15588.972,17091.248,19113.032
Men,74,13121,12900,12741,12656.84,12719,12948.52,13439.52,13880.48,14539.04,15575,17082.88,19102.28
Men,74.1,13112,12889,12730,12645,12709,12938.118,13430.209,13871.791,14522.186,15568,17050.488,19099.052
Men,74.2,13105,12878,12718,12637,12700,12929,13422.158,13862.842,14514,15563.616,17033.44,19090.728
Men,74.3,13098.985,12871,12707,12627.894,12692,12918.314,13415,13854,14503,15558.164,17020.52,19073.512
Men,74.4,13090.88,12861.92,12696.728,12618,12682,12908,13409,13846.944,14496.12,15554.56,17006.992,19058.472
Men,74.5,13081,12850.975,12687.94,12610.21,12672,12900.51,13396.01,13839,14482,15537,16991.48,19045.56
Men,74.6,13072.34,12839,12679.152,12598,12657.564,12892.108,13385,13833,14470,15530.404,16982.048,19036.128
Men,74.7,13063.565,12830,12670,12590,12647,12885,13376,13826.097,14459,15522.534,16963.624,19028.596
Men,74.8,13057,12818,12658,12583,12634,12875.304,13363.852,13819,14444.832,15513.856,16959.36,19026.576
Men,74.9,13043.355,12808.195,12647.788,12578,12623.766,12868,13354.801,13806,14429,15506.63,16946.608,19026.038
Men,75,13033,12796,12637,12573,12612.5,12859,13345,13799,14416.5,15477,16922,19006
Men,75.1,13025,12785.305,12629,12565.158,12605,12849,13339.699,13791,14402.646,15470.548,16910.432,18985.278
Men,75.2,13016.04,12774,12618.424,12558,12595,12838,13333,13785,14389.584,15458.24,16888.584,18975.056
Men,75.3,13007,12766,12605,12550,12585,12830,13320.597,13776.403,14382.876,15449.466,16863.088,18965.974
Men,75.4,12998,12756,12595,12542,12577.436,12820,13311,13771.454,14371,15439.596,16851.056,18961.132
Men,75.5,12989,12746.525,12587.06,12532,12570,12812.49,13302,13766,14363,15434.37,16848,18954.01
Men,75.6,12974.62,12736,12580,12525,12563.904,12802,13290,13759.556,14354.504,15429,16838.168,18942.712
Men,75.7,12963.515,12725,12573,12518,12555,12790,13277.393,13752,14345,15412.918,16807.848,18920.242
Men,75.8,12954,12714.69,12567.696,12510,12550.372,12780.284,13268,13742,14337.668,15397.228,16805.224,18886.348
Men,75.9,12941.305,12700.745,12557,12501,12544,12769.882,13256.291,13737,14333.628,15376.864,16797.136,18871.264
Men,76,12934.2,12689,12549,12493,12536,12760,13244.24,13729.76,14322,15368.24,16784.56,18866.96
Men,76.1,12920,12675,12541,12486,12529,12749.078,13237,13717,14319,15358.014,16778.944,18807.062
Men,76.2,12908,12662,12535,12478.396,12521,12741,13228.138,13708,14314.252,15343.788,16764.84,18731.204
Men,76.3,12898,12652,12527,12469,12513,12730.548,13216,13700.913,14311,15336.562,16760,18716.602
Men,76.4,12889,12642.02,12520,12457,12502.776,12715.872,13209,13689.964,14302.544,15330,16730.84,18707.872
Men,76.5,12879,12631,12511.18,12448,12497,12705,13199.97,13682.015,14294.07,15320.66,16699.4,18705.72
Men,76.6,12871.57,12621,12504,12440,12492,12697,13188,13674,14284,15309.768,16678.792,18701.732
Men,76.7,12862,12609,12496.604,12431.686,12483,12688.666,13176,13665,14281,15301,16660.248,18690.434
Men,76.8,12854,12599,12488,12422,12474,12680,13167,13654.168,14265.64,15291.864,16647.768,18682.816
Men,76.9,12842.255,12588,12480,12415,12461,12672.862,13159,13644,14256.548,15272.206,16638.048,18682.278
Men,77,12832.3,12581,12473,12406,12453.18,12660,13146.73,13636.54,14248.84,15259.92,16626.8,18669.52
Men,77.1,12819,12573,12465,12397,12446,12650,13133.358,13624.321,14241.566,15253.508,16623,18643.696
Men,77.2,12807,12566,12457,12387,12438,12639.656,13123,13609.744,14230,15245.64,16618.04,18630.976
Men,77.3,12797.835,12557,12450,12376,12430,12626.254,13110.577,13593.423,14222,15235,16612.144,18626.134
Men,77.4,12785,12549,12441,12366,12420,12617.556,13102,13583.422,14217,15226.228,16606.672,18621.704
Men,77.5,12774.625,12544,12434,12355.95,12412.7,12608,13096,13574,14206.15,15215.65,16593.8,18617.4
Men,77.6,12764.52,12538,12425,12347,12401,12600,13086,13563.576,14197,15194.624,16586.872,18616.512
Men,77.7,12753,12531,12412,12333,12394,12593,13077,13557.627,14191,15192,16566.128,18615.922
Men,77.8,12743,12523,12403,12325,12384.052,12585.244,13066,13550,14183.764,15183.344,16561.568,18614.308
Men,77.9,12729.205,12513.845,12390.148,12314,12374,12579.842,13056,13542,14172.734,15175,16544.248,18610.348
Men,78,12719.1,12508,12381.36,12306,12363,12570.32,13048,13535,14162.88,15171.16,16531.44,18596.36
Men,78.1,12706,12501.955,12370.572,12300,12353,12561.038,13041.169,13527,14156.052,15164.988,16520.104,18579.524
Men,78.2,12696.89,12493,12360,12293,12346.988,12556,13030.118,13518,14145.344,15152.268,16512.48,18556.928
Men,78.3,12683.785,12484.065,12350,12282.214,12340,12550,13024,13502.866,14138.318,15140.126,16502.984,18540.936
Men,78.4,12673.68,12477,12342,12271,12333,12543,13010,13495,14129.464,15131.816,16480,18532.328
Men,78.5,12661.725,12470,12333,12262,12326,12537,13000,13487.035,14120.61,15118,16478.48,18513.82
Men,78.6,12653.47,12462,12321,12253,12313,12528,12991,13483,14114,15104.364,16465.536,18489.072
Men,78.7,12646,12451.285,12311.844,12242.846,12301,12520,12984,13474.137,14103.804,15097.414,16450.328,18474.474
